"trial","dataset","model","score"
"97","linear","NN + Scale Invariant","0.925"
"98","moons","Random Forest","0.75"
"98","moons","Linear Discriminant Analysis","0.825"
"98","moons","NN","0.85"
"98","moons","NN + L2","0.825"
"98","moons","NN + Scale Invariant","0.825"
"98","circles","Random Forest","0.9"
"98","circles","Linear Discriminant Analysis","0.35"
"98","circles","NN","0.775"
"98","circles","NN + L2","0.725"
"98","circles","NN + Scale Invariant","0.675"
"98","linear","Random Forest","0.8"
"98","linear","Linear Discriminant Analysis","0.825"
"98","linear","NN","0.8"
"98","linear","NN + L2","0.8"
"98","linear","NN + Scale Invariant","0.8"
"99","moons","Random Forest","0.725"
"99","moons","Linear Discriminant Analysis","0.85"
"99","moons","NN","0.875"
"99","moons","NN + L2","0.8"
"99","moons","NN + Scale Invariant","0.875"
"99","circles","Random Forest","0.875"
"99","circles","Linear Discriminant Analysis","0.425"
"99","circles","NN","0.775"
"99","circles","NN + L2","0.525"
"99","circles","NN + Scale Invariant","0.55"
"99","linear","Random Forest","0.875"
"99","linear","Linear Discriminant Analysis","0.9"
"99","linear","NN","0.95"
"99","linear","NN + L2","0.875"
"99","linear","NN + Scale Invariant","0.95"
