"trial","dataset","model","missclassification"
"90","moons","NN + Offset Invariant","0.15"
"90","circles","Random Forest","0.075"
"90","circles","Linear Discriminant Analysis","0.625"
"90","circles","NN","0.425"
"90","circles","NN + L2","0.55"
"90","circles","NN + Scale Invariant","0.5"
"90","circles","NN + Offset Invariant","0.45"
"90","linear","Random Forest","0.075"
"90","linear","Linear Discriminant Analysis","0.15"
"90","linear","NN","0.15"
"90","linear","NN + L2","0.625"
"90","linear","NN + Scale Invariant","0.1"
"90","linear","NN + Offset Invariant","0.15"
"90","xor","Random Forest","0.2"
"90","xor","Linear Discriminant Analysis","0.45"
"90","xor","NN","0.275"
"90","xor","NN + L2","0.575"
"90","xor","NN + Scale Invariant","0.225"
"90","xor","NN + Offset Invariant","0.275"
"91","moons","Random Forest","0.125"
"91","moons","Linear Discriminant Analysis","0.2"
"91","moons","NN","0.125"
"91","moons","NN + L2","0.5"
"91","moons","NN + Scale Invariant","0.175"
"91","moons","NN + Offset Invariant","0.225"
"91","circles","Random Forest","0.2"
"91","circles","Linear Discriminant Analysis","0.525"
"91","circles","NN","0.425"
"91","circles","NN + L2","0.6"
"91","circles","NN + Scale Invariant","0.5"
"91","circles","NN + Offset Invariant","0.375"
"91","linear","Random Forest","0.225"
"91","linear","Linear Discriminant Analysis","0.3"
"91","linear","NN","0.275"
"91","linear","NN + L2","0.575"
"91","linear","NN + Scale Invariant","0.275"
"91","linear","NN + Offset Invariant","0.275"
"91","xor","Random Forest","0.225"
"91","xor","Linear Discriminant Analysis","0.6"
"91","xor","NN","0.225"
"91","xor","NN + L2","0.475"
"91","xor","NN + Scale Invariant","0.25"
"91","xor","NN + Offset Invariant","0.2"
"92","moons","Random Forest","0.225"
"92","moons","Linear Discriminant Analysis","0.075"
"92","moons","NN","0.05"
"92","moons","NN + L2","0.55"
"92","moons","NN + Scale Invariant","0.1"
"92","moons","NN + Offset Invariant","0.075"
"92","circles","Random Forest","0.1"
"92","circles","Linear Discriminant Analysis","0.55"
"92","circles","NN","0.375"
"92","circles","NN + L2","0.525"
"92","circles","NN + Scale Invariant","0.35"
"92","circles","NN + Offset Invariant","0.35"
"92","linear","Random Forest","0.125"
"92","linear","Linear Discriminant Analysis","0.125"
"92","linear","NN","0.125"
"92","linear","NN + L2","0.55"
"92","linear","NN + Scale Invariant","0.125"
"92","linear","NN + Offset Invariant","0.125"
"92","xor","Random Forest","0.2"
"92","xor","Linear Discriminant Analysis","0.425"
"92","xor","NN","0.15"
"92","xor","NN + L2","0.4"
"92","xor","NN + Scale Invariant","0.225"
"92","xor","NN + Offset Invariant","0.175"
"93","moons","Random Forest","0.1"
"93","moons","Linear Discriminant Analysis","0.1"
"93","moons","NN","0.125"
"93","moons","NN + L2","0.5"
"93","moons","NN + Scale Invariant","0.1"
"93","moons","NN + Offset Invariant","0.125"
"93","circles","Random Forest","0.175"
"93","circles","Linear Discriminant Analysis","0.5"
"93","circles","NN","0.625"
"93","circles","NN + L2","0.525"
"93","circles","NN + Scale Invariant","0.475"
"93","circles","NN + Offset Invariant","0.525"
"93","linear","Random Forest","0.125"
"93","linear","Linear Discriminant Analysis","0.05"
"93","linear","NN","0.025"
"93","linear","NN + L2","0.5"
"93","linear","NN + Scale Invariant","0.025"
"93","linear","NN + Offset Invariant","0.05"
"93","xor","Random Forest","0.275"
"93","xor","Linear Discriminant Analysis","0.6"
"93","xor","NN","0.125"
"93","xor","NN + L2","0.5"
"93","xor","NN + Scale Invariant","0.2"
"93","xor","NN + Offset Invariant","0.15"
"94","moons","Random Forest","0.175"
"94","moons","Linear Discriminant Analysis","0.175"
"94","moons","NN","0.175"
"94","moons","NN + L2","0.5"
"94","moons","NN + Scale Invariant","0.15"
"94","moons","NN + Offset Invariant","0.175"
"94","circles","Random Forest","0.15"
"94","circles","Linear Discriminant Analysis","0.525"
"94","circles","NN","0.5"
"94","circles","NN + L2","0.575"
"94","circles","NN + Scale Invariant","0.45"
"94","circles","NN + Offset Invariant","0.5"
"94","linear","Random Forest","0.2"
"94","linear","Linear Discriminant Analysis","0.1"
"94","linear","NN","0.15"
"94","linear","NN + L2","0.55"
"94","linear","NN + Scale Invariant","0.15"
"94","linear","NN + Offset Invariant","0.15"
"94","xor","Random Forest","0.125"
"94","xor","Linear Discriminant Analysis","0.5"
"94","xor","NN","0.125"
"94","xor","NN + L2","0.45"
"94","xor","NN + Scale Invariant","0.25"
"94","xor","NN + Offset Invariant","0.2"
"95","moons","Random Forest","0.175"
"95","moons","Linear Discriminant Analysis","0.2"
"95","moons","NN","0.2"
"95","moons","NN + L2","0.525"
"95","moons","NN + Scale Invariant","0.2"
"95","moons","NN + Offset Invariant","0.2"
"95","circles","Random Forest","0.275"
"95","circles","Linear Discriminant Analysis","0.625"
"95","circles","NN","0.55"
"95","circles","NN + L2","0.525"
"95","circles","NN + Scale Invariant","0.35"
"95","circles","NN + Offset Invariant","0.425"
"95","linear","Random Forest","0.225"
"95","linear","Linear Discriminant Analysis","0.15"
"95","linear","NN","0.125"
"95","linear","NN + L2","0.475"
"95","linear","NN + Scale Invariant","0.2"
"95","linear","NN + Offset Invariant","0.15"
"95","xor","Random Forest","0.325"
"95","xor","Linear Discriminant Analysis","0.6"
"95","xor","NN","0.2"
"95","xor","NN + L2","0.55"
"95","xor","NN + Scale Invariant","0.15"
"95","xor","NN + Offset Invariant","0.175"
"96","moons","Random Forest","0.175"
"96","moons","Linear Discriminant Analysis","0.2"
"96","moons","NN","0.175"
"96","moons","NN + L2","0.525"
"96","moons","NN + Scale Invariant","0.175"
"96","moons","NN + Offset Invariant","0.2"
"96","circles","Random Forest","0.125"
"96","circles","Linear Discriminant Analysis","0.525"
"96","circles","NN","0.375"
"96","circles","NN + L2","0.5"
"96","circles","NN + Scale Invariant","0.4"
"96","circles","NN + Offset Invariant","0.35"
"96","linear","Random Forest","0.075"
"96","linear","Linear Discriminant Analysis","0.0"
"96","linear","NN","0.0"
"96","linear","NN + L2","0.6"
"96","linear","NN + Scale Invariant","0.025"
"96","linear","NN + Offset Invariant","0.0"
"96","xor","Random Forest","0.225"
"96","xor","Linear Discriminant Analysis","0.425"
"96","xor","NN","0.1"
"96","xor","NN + L2","0.525"
"96","xor","NN + Scale Invariant","0.075"
"96","xor","NN + Offset Invariant","0.125"
"97","moons","Random Forest","0.275"
"97","moons","Linear Discriminant Analysis","0.2"
"97","moons","NN","0.2"
"97","moons","NN + L2","0.575"
"97","moons","NN + Scale Invariant","0.25"
"97","moons","NN + Offset Invariant","0.2"
"97","circles","Random Forest","0.225"
"97","circles","Linear Discriminant Analysis","0.5"
"97","circles","NN","0.4"
"97","circles","NN + L2","0.55"
"97","circles","NN + Scale Invariant","0.525"
"97","circles","NN + Offset Invariant","0.4"
"97","linear","Random Forest","0.2"
"97","linear","Linear Discriminant Analysis","0.175"
"97","linear","NN","0.15"
"97","linear","NN + L2","0.55"
"97","linear","NN + Scale Invariant","0.125"
"97","linear","NN + Offset Invariant","0.175"
"97","xor","Random Forest","0.125"
"97","xor","Linear Discriminant Analysis","0.475"
"97","xor","NN","0.225"
"97","xor","NN + L2","0.475"
"97","xor","NN + Scale Invariant","0.175"
"97","xor","NN + Offset Invariant","0.25"
"98","moons","Random Forest","0.025"
"98","moons","Linear Discriminant Analysis","0.1"
"98","moons","NN","0.125"
"98","moons","NN + L2","0.625"
"98","moons","NN + Scale Invariant","0.1"
"98","moons","NN + Offset Invariant","0.075"
"98","circles","Random Forest","0.275"
"98","circles","Linear Discriminant Analysis","0.475"
"98","circles","NN","0.5"
"98","circles","NN + L2","0.6"
"98","circles","NN + Scale Invariant","0.525"
"98","circles","NN + Offset Invariant","0.4"
"98","linear","Random Forest","0.175"
"98","linear","Linear Discriminant Analysis","0.275"
"98","linear","NN","0.25"
"98","linear","NN + L2","0.15"
"98","linear","NN + Scale Invariant","0.25"
"98","linear","NN + Offset Invariant","0.2"
"98","xor","Random Forest","0.275"
"98","xor","Linear Discriminant Analysis","0.35"
"98","xor","NN","0.15"
"98","xor","NN + L2","0.4"
"98","xor","NN + Scale Invariant","0.15"
"98","xor","NN + Offset Invariant","0.15"
"99","moons","Random Forest","0.15"
"99","moons","Linear Discriminant Analysis","0.175"
"99","moons","NN","0.15"
"99","moons","NN + L2","0.575"
"99","moons","NN + Scale Invariant","0.175"
"99","moons","NN + Offset Invariant","0.175"
"99","circles","Random Forest","0.2"
"99","circles","Linear Discriminant Analysis","0.55"
"99","circles","NN","0.25"
"99","circles","NN + L2","0.525"
"99","circles","NN + Scale Invariant","0.525"
"99","circles","NN + Offset Invariant","0.5"
"99","linear","Random Forest","0.125"
"99","linear","Linear Discriminant Analysis","0.15"
"99","linear","NN","0.175"
"99","linear","NN + L2","0.55"
"99","linear","NN + Scale Invariant","0.15"
"99","linear","NN + Offset Invariant","0.125"
"99","xor","Random Forest","0.375"
"99","xor","Linear Discriminant Analysis","0.525"
"99","xor","NN","0.35"
"99","xor","NN + L2","0.45"
"99","xor","NN + Scale Invariant","0.325"
"99","xor","NN + Offset Invariant","0.4"
